sample_id,image_path,leaf_dir,filename,qc_label,primary_issue,notes,round_name,source_sample_id,sampling_reason,leaf_score,leaf_reject,leaf_uncertain,leaf_usable,round_order
qc_0084,/home/wangqianqian/project/FS/data/28gusui&pizang/03/07/cell_1761646071809_912349010008_37804_0100.png,28gusui&pizang/03/07,cell_1761646071809_912349010008_37804_0100.png,reject,dead_or_broken,,round1,,,,,,,1
qc2_0209,/home/wangqianqian/project/FS/data/28gusui&pizang/03/08/cell_1761646082097_912349010008_38547_0000.png,28gusui&pizang/03/08,cell_1761646082097_912349010008_38547_0000.png,uncertain,dead_or_broken,,round2,,clean_control_new,3.0,1.0,1.0,10.0,2
qc_0085,/home/wangqianqian/project/FS/data/28gusui&pizang/03/08/cell_1761646090050_912349010008_39169_0000.png,28gusui&pizang/03/08,cell_1761646090050_912349010008_39169_0000.png,uncertain,,,round1,,,,,,,1
qc_0086,/home/wangqianqian/project/FS/data/28gusui&pizang/03/08/cell_1761646093530_912349010008_39438_0100.png,28gusui&pizang/03/08,cell_1761646093530_912349010008_39438_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0087,/home/wangqianqian/project/FS/data/28gusui&pizang/03/08/cell_1761646096853_912349010008_39687_0000.png,28gusui&pizang/03/08,cell_1761646096853_912349010008_39687_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0088,/home/wangqianqian/project/FS/data/28gusui&pizang/03/08/cell_1761646100147_912349010008_39939_0100.png,28gusui&pizang/03/08,cell_1761646100147_912349010008_39939_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0089,/home/wangqianqian/project/FS/data/28gusui&pizang/03/08/cell_1761646103466_912349010008_40194_0100.png,28gusui&pizang/03/08,cell_1761646103466_912349010008_40194_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0090,/home/wangqianqian/project/FS/data/28gusui&pizang/03/08/cell_1761646109106_912349010008_40590_0100.png,28gusui&pizang/03/08,cell_1761646109106_912349010008_40590_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0091,/home/wangqianqian/project/FS/data/28gusui&pizang/03/08/cell_1761646114632_912349010008_41048_0100.png,28gusui&pizang/03/08,cell_1761646114632_912349010008_41048_0100.png,reject,dead_or_broken,,round1,,,,,,,1
qc2_0210,/home/wangqianqian/project/FS/data/28gusui&pizang/03/08/cell_1761646115228_912349010008_41076_0000.png,28gusui&pizang/03/08,cell_1761646115228_912349010008_41076_0000.png,usable_single_cell,,,round2,,clean_control_new,3.0,1.0,1.0,10.0,2
qc_0092,/home/wangqianqian/project/FS/data/28gusui&pizang/03/08/cell_1761646120193_912349010008_41433_0000.png,28gusui&pizang/03/08,cell_1761646120193_912349010008_41433_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0093,/home/wangqianqian/project/FS/data/28gusui&pizang/03/08/cell_1761646123217_912349010008_41644_0100.png,28gusui&pizang/03/08,cell_1761646123217_912349010008_41644_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0094,/home/wangqianqian/project/FS/data/28gusui&pizang/03/08/cell_1761646123367_912349010008_41662_0100.png,28gusui&pizang/03/08,cell_1761646123367_912349010008_41662_0100.png,usable_single_cell,,,round1,,,,,,,1
qc2_0211,/home/wangqianqian/project/FS/data/28gusui&pizang/03/08/cell_1761646127523_912349010008_41963_0100.png,28gusui&pizang/03/08,cell_1761646127523_912349010008_41963_0100.png,uncertain,dead_or_broken,,round2,,clean_control_new,3.0,1.0,1.0,10.0,2
qc_0095,/home/wangqianqian/project/FS/data/28gusui&pizang/03/08/cell_1761646133905_912349010008_42400_0100.png,28gusui&pizang/03/08,cell_1761646133905_912349010008_42400_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0096,/home/wangqianqian/project/FS/data/28gusui&pizang/03/08/cell_1761646139619_912349010008_42791_0000.png,28gusui&pizang/03/08,cell_1761646139619_912349010008_42791_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0097,/home/wangqianqian/project/FS/data/28gusui&pizang/03/09/cell_1761646142413_912349010008_42972_0000.png,28gusui&pizang/03/09,cell_1761646142413_912349010008_42972_0000.png,reject,fragment,,round1,,,,,,,1
qc_0098,/home/wangqianqian/project/FS/data/28gusui&pizang/03/09/cell_1761646144128_912349010008_43084_0100.png,28gusui&pizang/03/09,cell_1761646144128_912349010008_43084_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0099,/home/wangqianqian/project/FS/data/28gusui&pizang/03/09/cell_1761646144752_912349010008_43132_0100.png,28gusui&pizang/03/09,cell_1761646144752_912349010008_43132_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0100,/home/wangqianqian/project/FS/data/28gusui&pizang/03/09/cell_1761646153643_912349010008_43826_0100.png,28gusui&pizang/03/09,cell_1761646153643_912349010008_43826_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0101,/home/wangqianqian/project/FS/data/28gusui&pizang/03/09/cell_1761646154633_912349010008_43912_0100.png,28gusui&pizang/03/09,cell_1761646154633_912349010008_43912_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0102,/home/wangqianqian/project/FS/data/28gusui&pizang/03/09/cell_1761646157056_912349010008_44098_0100.png,28gusui&pizang/03/09,cell_1761646157056_912349010008_44098_0100.png,uncertain,dead_or_broken,,round1,,,,,,,1
qc_0103,/home/wangqianqian/project/FS/data/28gusui&pizang/03/09/cell_1761646159940_912349010008_44326_0100.png,28gusui&pizang/03/09,cell_1761646159940_912349010008_44326_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0104,/home/wangqianqian/project/FS/data/28gusui&pizang/03/09/cell_1761646165956_912349010008_44735_0000.png,28gusui&pizang/03/09,cell_1761646165956_912349010008_44735_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0105,/home/wangqianqian/project/FS/data/28gusui&pizang/03/09/cell_1761646189249_912349010008_46499_0100.png,28gusui&pizang/03/09,cell_1761646189249_912349010008_46499_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0106,/home/wangqianqian/project/FS/data/28gusui&pizang/03/09/cell_1761646189611_912349010008_46533_0000.png,28gusui&pizang/03/09,cell_1761646189611_912349010008_46533_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0107,/home/wangqianqian/project/FS/data/28gusui&pizang/03/09/cell_1761646191350_912349010008_46667_0100.png,28gusui&pizang/03/09,cell_1761646191350_912349010008_46667_0100.png,uncertain,,,round1,,,,,,,1
qc_0108,/home/wangqianqian/project/FS/data/28gusui&pizang/03/09/cell_1761646192642_912349010008_46748_0000.png,28gusui&pizang/03/09,cell_1761646192642_912349010008_46748_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0109,/home/wangqianqian/project/FS/data/28gusui&pizang/03/10/cell_1761646216578_912349010008_48661_0000.png,28gusui&pizang/03/10,cell_1761646216578_912349010008_48661_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0110,/home/wangqianqian/project/FS/data/28gusui&pizang/03/10/cell_1761646216873_912349010008_48691_0000.png,28gusui&pizang/03/10,cell_1761646216873_912349010008_48691_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0111,/home/wangqianqian/project/FS/data/28gusui&pizang/03/10/cell_1761646224735_912349010008_49357_0100.png,28gusui&pizang/03/10,cell_1761646224735_912349010008_49357_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0112,/home/wangqianqian/project/FS/data/28gusui&pizang/03/10/cell_1761646228727_912349010008_49674_0100.png,28gusui&pizang/03/10,cell_1761646228727_912349010008_49674_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0113,/home/wangqianqian/project/FS/data/28gusui&pizang/03/10/cell_1761646230730_912349010008_49830_0100.png,28gusui&pizang/03/10,cell_1761646230730_912349010008_49830_0100.png,uncertain,dead_or_broken,,round1,,,,,,,1
qc_0114,/home/wangqianqian/project/FS/data/28gusui&pizang/03/10/cell_1761646231037_912349010008_49851_0000.png,28gusui&pizang/03/10,cell_1761646231037_912349010008_49851_0000.png,uncertain,dead_or_broken,,round1,,,,,,,1
qc_0115,/home/wangqianqian/project/FS/data/28gusui&pizang/03/10/cell_1761646236560_912349010008_50321_0000.png,28gusui&pizang/03/10,cell_1761646236560_912349010008_50321_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0116,/home/wangqianqian/project/FS/data/28gusui&pizang/03/10/cell_1761646245779_912349010008_51092_0000.png,28gusui&pizang/03/10,cell_1761646245779_912349010008_51092_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0117,/home/wangqianqian/project/FS/data/28gusui&pizang/03/10/cell_1761646246124_912349010008_51128_0100.png,28gusui&pizang/03/10,cell_1761646246124_912349010008_51128_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0118,/home/wangqianqian/project/FS/data/28gusui&pizang/03/10/cell_1761646249371_912349010008_51405_0000.png,28gusui&pizang/03/10,cell_1761646249371_912349010008_51405_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0119,/home/wangqianqian/project/FS/data/28gusui&pizang/03/10/cell_1761646253647_912349010008_51699_0100.png,28gusui&pizang/03/10,cell_1761646253647_912349010008_51699_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0120,/home/wangqianqian/project/FS/data/28gusui&pizang/03/10/cell_1761646258703_912349010008_52090_0000.png,28gusui&pizang/03/10,cell_1761646258703_912349010008_52090_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0121,/home/wangqianqian/project/FS/data/28gusui&pizang/03/11/cell_1761646265834_912349010008_52655_0100.png,28gusui&pizang/03/11,cell_1761646265834_912349010008_52655_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0122,/home/wangqianqian/project/FS/data/28gusui&pizang/03/11/cell_1761646267725_912349010008_52818_0000.png,28gusui&pizang/03/11,cell_1761646267725_912349010008_52818_0000.png,uncertain,dead_or_broken,,round1,,,,,,,1
qc_0123,/home/wangqianqian/project/FS/data/28gusui&pizang/03/11/cell_1761646270924_912349010008_53086_0000.png,28gusui&pizang/03/11,cell_1761646270924_912349010008_53086_0000.png,uncertain,dead_or_broken,,round1,,,,,,,1
qc_0124,/home/wangqianqian/project/FS/data/28gusui&pizang/03/11/cell_1761646273113_912349010008_53264_0100.png,28gusui&pizang/03/11,cell_1761646273113_912349010008_53264_0100.png,uncertain,dead_or_broken,,round1,,,,,,,1
qc_0125,/home/wangqianqian/project/FS/data/28gusui&pizang/03/11/cell_1761646276095_912349010008_53533_0000.png,28gusui&pizang/03/11,cell_1761646276095_912349010008_53533_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0126,/home/wangqianqian/project/FS/data/28gusui&pizang/03/11/cell_1761646277667_912349010008_53671_0000.png,28gusui&pizang/03/11,cell_1761646277667_912349010008_53671_0000.png,uncertain,dead_or_broken,,round1,,,,,,,1
qc_0127,/home/wangqianqian/project/FS/data/28gusui&pizang/03/11/cell_1761646278464_912349010008_53741_0100.png,28gusui&pizang/03/11,cell_1761646278464_912349010008_53741_0100.png,reject,adhesion,,round1,,,,,,,1
qc_0128,/home/wangqianqian/project/FS/data/28gusui&pizang/03/11/cell_1761646284863_912349010008_54320_0100.png,28gusui&pizang/03/11,cell_1761646284863_912349010008_54320_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0129,/home/wangqianqian/project/FS/data/28gusui&pizang/03/11/cell_1761646299713_912349010008_55687_0100.png,28gusui&pizang/03/11,cell_1761646299713_912349010008_55687_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0130,/home/wangqianqian/project/FS/data/28gusui&pizang/03/11/cell_1761646306735_912349010008_56273_0000.png,28gusui&pizang/03/11,cell_1761646306735_912349010008_56273_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0131,/home/wangqianqian/project/FS/data/28gusui&pizang/03/11/cell_1761646314802_912349010008_56956_0100.png,28gusui&pizang/03/11,cell_1761646314802_912349010008_56956_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0132,/home/wangqianqian/project/FS/data/28gusui&pizang/03/11/cell_1761646316520_912349010008_57113_0000.png,28gusui&pizang/03/11,cell_1761646316520_912349010008_57113_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0133,/home/wangqianqian/project/FS/data/28gusui&pizang/03/12/cell_1761646321634_912349010008_57526_0000.png,28gusui&pizang/03/12,cell_1761646321634_912349010008_57526_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0134,/home/wangqianqian/project/FS/data/28gusui&pizang/03/12/cell_1761646333446_912349010008_58490_0000.png,28gusui&pizang/03/12,cell_1761646333446_912349010008_58490_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0135,/home/wangqianqian/project/FS/data/28gusui&pizang/03/12/cell_1761646333713_912349010008_58521_0100.png,28gusui&pizang/03/12,cell_1761646333713_912349010008_58521_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0136,/home/wangqianqian/project/FS/data/28gusui&pizang/03/12/cell_1761646339000_912349010008_58941_0000.png,28gusui&pizang/03/12,cell_1761646339000_912349010008_58941_0000.png,uncertain,dead_or_broken,,round1,,,,,,,1
qc_0137,/home/wangqianqian/project/FS/data/28gusui&pizang/03/12/cell_1761646350086_912349010008_59831_0100.png,28gusui&pizang/03/12,cell_1761646350086_912349010008_59831_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0138,/home/wangqianqian/project/FS/data/28gusui&pizang/03/12/cell_1761646351514_912349010008_59976_0100.png,28gusui&pizang/03/12,cell_1761646351514_912349010008_59976_0100.png,uncertain,dead_or_broken,,round1,,,,,,,1
qc_0139,/home/wangqianqian/project/FS/data/28gusui&pizang/03/12/cell_1761646354345_912349010008_60231_0000.png,28gusui&pizang/03/12,cell_1761646354345_912349010008_60231_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0140,/home/wangqianqian/project/FS/data/28gusui&pizang/03/12/cell_1761646360119_912349010008_60667_0000.png,28gusui&pizang/03/12,cell_1761646360119_912349010008_60667_0000.png,reject,adhesion,,round1,,,,,,,1
qc_0141,/home/wangqianqian/project/FS/data/28gusui&pizang/03/12/cell_1761646364685_912349010008_61077_0100.png,28gusui&pizang/03/12,cell_1761646364685_912349010008_61077_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0142,/home/wangqianqian/project/FS/data/28gusui&pizang/03/12/cell_1761646365073_912349010008_61107_0000.png,28gusui&pizang/03/12,cell_1761646365073_912349010008_61107_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0143,/home/wangqianqian/project/FS/data/28gusui&pizang/03/12/cell_1761646371194_912349010008_61598_0100.png,28gusui&pizang/03/12,cell_1761646371194_912349010008_61598_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0144,/home/wangqianqian/project/FS/data/28gusui&pizang/03/12/cell_1761646375246_912349010008_61917_0000.png,28gusui&pizang/03/12,cell_1761646375246_912349010008_61917_0000.png,uncertain,dead_or_broken,,round1,,,,,,,1
qc_0145,/home/wangqianqian/project/FS/data/28gusui&pizang/03/13/cell_1761646380340_912349010008_62320_0100.png,28gusui&pizang/03/13,cell_1761646380340_912349010008_62320_0100.png,uncertain,dead_or_broken,,round1,,,,,,,1
qc_0146,/home/wangqianqian/project/FS/data/28gusui&pizang/03/13/cell_1761646394023_912349010008_63308_0000.png,28gusui&pizang/03/13,cell_1761646394023_912349010008_63308_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0147,/home/wangqianqian/project/FS/data/28gusui&pizang/03/13/cell_1761646399904_912349010008_63753_0000.png,28gusui&pizang/03/13,cell_1761646399904_912349010008_63753_0000.png,uncertain,dead_or_broken,,round1,,,,,,,1
qc_0148,/home/wangqianqian/project/FS/data/28gusui&pizang/03/13/cell_1761646400999_912349010008_63838_0000.png,28gusui&pizang/03/13,cell_1761646400999_912349010008_63838_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0149,/home/wangqianqian/project/FS/data/28gusui&pizang/03/13/cell_1761646403071_912349010008_63999_0000.png,28gusui&pizang/03/13,cell_1761646403071_912349010008_63999_0000.png,reject,adhesion,,round1,,,,,,,1
qc_0150,/home/wangqianqian/project/FS/data/28gusui&pizang/03/13/cell_1761646405434_912349010008_64193_0100.png,28gusui&pizang/03/13,cell_1761646405434_912349010008_64193_0100.png,usable_single_cell,dead_or_broken,,round1,,,,,,,1
qc_0151,/home/wangqianqian/project/FS/data/28gusui&pizang/03/13/cell_1761646413220_912349010008_64802_0000.png,28gusui&pizang/03/13,cell_1761646413220_912349010008_64802_0000.png,usable_single_cell,dead_or_broken,,round1,,,,,,,1
qc_0152,/home/wangqianqian/project/FS/data/28gusui&pizang/03/13/cell_1761646417132_912349010008_65134_0100.png,28gusui&pizang/03/13,cell_1761646417132_912349010008_65134_0100.png,usable_single_cell,dead_or_broken,,round1,,,,,,,1
qc_0153,/home/wangqianqian/project/FS/data/28gusui&pizang/03/13/cell_1761646425279_912349010008_65854_0000.png,28gusui&pizang/03/13,cell_1761646425279_912349010008_65854_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0154,/home/wangqianqian/project/FS/data/28gusui&pizang/03/13/cell_1761646433278_912349010008_66613_0100.png,28gusui&pizang/03/13,cell_1761646433278_912349010008_66613_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0155,/home/wangqianqian/project/FS/data/28gusui&pizang/03/13/cell_1761646437964_912349010008_67063_0000.png,28gusui&pizang/03/13,cell_1761646437964_912349010008_67063_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0156,/home/wangqianqian/project/FS/data/28gusui&pizang/03/13/cell_1761646438679_912349010008_67133_0100.png,28gusui&pizang/03/13,cell_1761646438679_912349010008_67133_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0157,/home/wangqianqian/project/FS/data/28gusui&pizang/03/14/cell_1761646440076_912349010008_67234_0100.png,28gusui&pizang/03/14,cell_1761646440076_912349010008_67234_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0158,/home/wangqianqian/project/FS/data/28gusui&pizang/03/14/cell_1761646441979_912349010008_67417_0100.png,28gusui&pizang/03/14,cell_1761646441979_912349010008_67417_0100.png,usable_single_cell,,,round1,,,,,,,1
qc2_0203,/home/wangqianqian/project/FS/data/28gusui&pizang/03/14/cell_1761646443073_912349010008_67513_0000.png,28gusui&pizang/03/14,cell_1761646443073_912349010008_67513_0000.png,uncertain,dead_or_broken,,round2,,clean_control_new,1.0,0.0,1.0,11.0,2
qc_0159,/home/wangqianqian/project/FS/data/28gusui&pizang/03/14/cell_1761646446097_912349010008_67791_0000.png,28gusui&pizang/03/14,cell_1761646446097_912349010008_67791_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0160,/home/wangqianqian/project/FS/data/28gusui&pizang/03/14/cell_1761646451394_912349010008_68303_0000.png,28gusui&pizang/03/14,cell_1761646451394_912349010008_68303_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0161,/home/wangqianqian/project/FS/data/28gusui&pizang/03/14/cell_1761646465208_912349010008_69529_0000.png,28gusui&pizang/03/14,cell_1761646465208_912349010008_69529_0000.png,uncertain,,,round1,,,,,,,1
qc_0162,/home/wangqianqian/project/FS/data/28gusui&pizang/03/14/cell_1761646465284_912349010008_69540_0100.png,28gusui&pizang/03/14,cell_1761646465284_912349010008_69540_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0163,/home/wangqianqian/project/FS/data/28gusui&pizang/03/14/cell_1761646472393_912349010008_70179_0100.png,28gusui&pizang/03/14,cell_1761646472393_912349010008_70179_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0164,/home/wangqianqian/project/FS/data/28gusui&pizang/03/14/cell_1761646474317_912349010008_70340_0000.png,28gusui&pizang/03/14,cell_1761646474317_912349010008_70340_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0165,/home/wangqianqian/project/FS/data/28gusui&pizang/03/14/cell_1761646478732_912349010008_70712_0100.png,28gusui&pizang/03/14,cell_1761646478732_912349010008_70712_0100.png,usable_single_cell,,,round1,,,,,,,1
qc2_0204,/home/wangqianqian/project/FS/data/28gusui&pizang/03/14/cell_1761646483031_912349010008_71118_0000.png,28gusui&pizang/03/14,cell_1761646483031_912349010008_71118_0000.png,usable_single_cell,,,round2,,clean_control_new,1.0,0.0,1.0,11.0,2
qc_0166,/home/wangqianqian/project/FS/data/28gusui&pizang/03/14/cell_1761646490844_912349010008_71922_0000.png,28gusui&pizang/03/14,cell_1761646490844_912349010008_71922_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0167,/home/wangqianqian/project/FS/data/28gusui&pizang/03/14/cell_1761646494890_912349010008_72328_0000.png,28gusui&pizang/03/14,cell_1761646494890_912349010008_72328_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0168,/home/wangqianqian/project/FS/data/28gusui&pizang/03/14/cell_1761646495601_912349010008_72410_0000.png,28gusui&pizang/03/14,cell_1761646495601_912349010008_72410_0000.png,usable_single_cell,,,round1,,,,,,,1
qc2_0205,/home/wangqianqian/project/FS/data/28gusui&pizang/03/14/cell_1761646496378_912349010008_72483_0000.png,28gusui&pizang/03/14,cell_1761646496378_912349010008_72483_0000.png,usable_single_cell,,,round2,,clean_control_new,1.0,0.0,1.0,11.0,2
qc_0169,/home/wangqianqian/project/FS/data/28gusui&pizang/03/15/cell_1761646507918_912349010008_73475_0100.png,28gusui&pizang/03/15,cell_1761646507918_912349010008_73475_0100.png,uncertain,,,round1,,,,,,,1
qc_0170,/home/wangqianqian/project/FS/data/28gusui&pizang/03/15/cell_1761646509298_912349010008_73568_0100.png,28gusui&pizang/03/15,cell_1761646509298_912349010008_73568_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0171,/home/wangqianqian/project/FS/data/28gusui&pizang/03/15/cell_1761646510013_912349010008_73634_0100.png,28gusui&pizang/03/15,cell_1761646510013_912349010008_73634_0100.png,uncertain,,,round1,,,,,,,1
qc_0172,/home/wangqianqian/project/FS/data/28gusui&pizang/03/15/cell_1761646514380_912349010008_74012_0100.png,28gusui&pizang/03/15,cell_1761646514380_912349010008_74012_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0173,/home/wangqianqian/project/FS/data/28gusui&pizang/03/15/cell_1761646514730_912349010008_74040_0100.png,28gusui&pizang/03/15,cell_1761646514730_912349010008_74040_0100.png,uncertain,,,round1,,,,,,,1
qc_0174,/home/wangqianqian/project/FS/data/28gusui&pizang/03/15/cell_1761646519354_912349010008_74406_0000.png,28gusui&pizang/03/15,cell_1761646519354_912349010008_74406_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0175,/home/wangqianqian/project/FS/data/28gusui&pizang/03/15/cell_1761646522911_912349010008_74741_0000.png,28gusui&pizang/03/15,cell_1761646522911_912349010008_74741_0000.png,uncertain,,,round1,,,,,,,1
qc_0176,/home/wangqianqian/project/FS/data/28gusui&pizang/03/15/cell_1761646524211_912349010008_74842_0100.png,28gusui&pizang/03/15,cell_1761646524211_912349010008_74842_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0177,/home/wangqianqian/project/FS/data/28gusui&pizang/03/15/cell_1761646530790_912349010008_75340_0100.png,28gusui&pizang/03/15,cell_1761646530790_912349010008_75340_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0178,/home/wangqianqian/project/FS/data/28gusui&pizang/03/15/cell_1761646548900_912349010008_76840_0000.png,28gusui&pizang/03/15,cell_1761646548900_912349010008_76840_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0179,/home/wangqianqian/project/FS/data/28gusui&pizang/03/15/cell_1761646555240_912349010008_77340_0100.png,28gusui&pizang/03/15,cell_1761646555240_912349010008_77340_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0180,/home/wangqianqian/project/FS/data/28gusui&pizang/03/15/cell_1761646556497_912349010008_77438_0000.png,28gusui&pizang/03/15,cell_1761646556497_912349010008_77438_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0181,/home/wangqianqian/project/FS/data/28gusui&pizang/03/16/cell_1761646568207_912349010008_78288_0000.png,28gusui&pizang/03/16,cell_1761646568207_912349010008_78288_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0182,/home/wangqianqian/project/FS/data/28gusui&pizang/03/16/cell_1761646575616_912349010008_78888_0100.png,28gusui&pizang/03/16,cell_1761646575616_912349010008_78888_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0183,/home/wangqianqian/project/FS/data/28gusui&pizang/03/16/cell_1761646579565_912349010008_79196_0000.png,28gusui&pizang/03/16,cell_1761646579565_912349010008_79196_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0184,/home/wangqianqian/project/FS/data/28gusui&pizang/03/16/cell_1761646584235_912349010008_79499_0000.png,28gusui&pizang/03/16,cell_1761646584235_912349010008_79499_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0185,/home/wangqianqian/project/FS/data/28gusui&pizang/03/16/cell_1761646585954_912349010008_79620_0100.png,28gusui&pizang/03/16,cell_1761646585954_912349010008_79620_0100.png,uncertain,,,round1,,,,,,,1
qc_0186,/home/wangqianqian/project/FS/data/28gusui&pizang/03/16/cell_1761646588246_912349010008_79805_0100.png,28gusui&pizang/03/16,cell_1761646588246_912349010008_79805_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0187,/home/wangqianqian/project/FS/data/28gusui&pizang/03/16/cell_1761646588958_912349010008_79870_0100.png,28gusui&pizang/03/16,cell_1761646588958_912349010008_79870_0100.png,uncertain,,,round1,,,,,,,1
qc_0188,/home/wangqianqian/project/FS/data/28gusui&pizang/03/16/cell_1761646592915_912349010008_80195_0000.png,28gusui&pizang/03/16,cell_1761646592915_912349010008_80195_0000.png,uncertain,,,round1,,,,,,,1
qc_0189,/home/wangqianqian/project/FS/data/28gusui&pizang/03/16/cell_1761646600591_912349010008_80829_0000.png,28gusui&pizang/03/16,cell_1761646600591_912349010008_80829_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0190,/home/wangqianqian/project/FS/data/28gusui&pizang/03/16/cell_1761646601878_912349010008_80934_0000.png,28gusui&pizang/03/16,cell_1761646601878_912349010008_80934_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0191,/home/wangqianqian/project/FS/data/28gusui&pizang/03/16/cell_1761646603987_912349010008_81129_0100.png,28gusui&pizang/03/16,cell_1761646603987_912349010008_81129_0100.png,reject,adhesion,,round1,,,,,,,1
qc_0192,/home/wangqianqian/project/FS/data/28gusui&pizang/03/16/cell_1761646615182_912349010008_82031_0100.png,28gusui&pizang/03/16,cell_1761646615182_912349010008_82031_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0193,/home/wangqianqian/project/FS/data/28gusui&pizang/03/17/cell_1761646620616_912349010008_82526_0100.png,28gusui&pizang/03/17,cell_1761646620616_912349010008_82526_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0194,/home/wangqianqian/project/FS/data/28gusui&pizang/03/17/cell_1761646622330_912349010008_82660_0000.png,28gusui&pizang/03/17,cell_1761646622330_912349010008_82660_0000.png,usable_single_cell,,,round1,,,,,,,1
qc_0195,/home/wangqianqian/project/FS/data/28gusui&pizang/03/17/cell_1761646623528_912349010008_82753_0100.png,28gusui&pizang/03/17,cell_1761646623528_912349010008_82753_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0196,/home/wangqianqian/project/FS/data/28gusui&pizang/03/17/cell_1761646626427_912349010008_83014_0100.png,28gusui&pizang/03/17,cell_1761646626427_912349010008_83014_0100.png,usable_single_cell,,,round1,,,,,,,1
qc_0197,/home/wangqianqian/project/FS/data/28gusui&pizang/03/17/cell_1761646626992_912349010008_83065_0000.png,28gusui&pizang/03/17,cell_1761646626992_912349010008_83065_0000.png,usable_single_cell,,,round1,,,,,,,1
